646,647,7,job_21bc4f8c380609cb,Data Science Intern,https://in.indeed.com/rc/clk?jk=21bc4f8c380609cb&bb=KRSHepMNjoEfJIN5-yf9HSzuQAgxK5RJpM6mED0W6cq6T8pOp2m5zRO33HDJ-hpZm4s1dgcwcA8aQm2E_tU6WAsTpyycI0Rrkk98NrDm8LWo5cvmdWq65ebsGFBqtygu&xkcb=SoAH67M3AIT3LXSnUZ0LbzkdCdPP&fccid=4771a89175a7c7a4&cmp=Element-Technologies&ti=Data+Science+Intern&vjs=3,Enable JavaScript and cookies to continue,19-05-2024 12:41
647,648,7,job_97808d253a786691,Data Intern,https://in.indeed.com/rc/clk?jk=97808d253a786691&bb=KRSHepMNjoEfJIN5-yf9HZzf5wipJ9vH25kwfeEt0Ek_JFrAMfjo3sycSSWD24zFBX4SVu7H9fyMyrGT4Vw077AXt7dTISSxzIY2ttbHSOzHEofOVxQhYVhtZGudQRrA&xkcb=SoCz67M3AIT3LXSnUZ0KbzkdCdPP&fccid=745afe7e87f64784&cmp=Digantara&ti=Data+Science+Intern&vjs=3,Enable JavaScript and cookies to continue,19-05-2024 12:41
648,649,7,job_7eed0d2536381b6f,Intern/Apprentice,https://in.indeed.com/rc/clk?jk=7eed0d2536381b6f&bb=KRSHepMNjoEfJIN5-yf9HfGcKasiwKlQ0LbN4_ehTFtEoPOL0e3X4yVHT8ZzSrcXkseRXrjfJSpi1DDCNgeRw5ZQAbedTdJknbfowYQTwCy2FBFfPNRaVzuNtc5RtOLK&xkcb=SoAu67M3AIT3LXSnUZ0JbzkdCdPP&fccid=637c4876afb3621b&vjs=3,Enable JavaScript and cookies to continue,19-05-2024 12:41
649,650,7,job_ca53d7d53f73de38,Intern – Global Academic Program – Data Science,https://in.indeed.com/rc/clk?jk=ca53d7d53f73de38&bb=KRSHepMNjoEfJIN5-yf9HUoeICblelw9iqoP64Y4a3J2uSJ9nmiRAklHNF1AGkhGp8iPciEZsMMqduwnp3FOR3RdV2pchvY2bX-gYhx9nCl8dQtyRXowlirAyvujimVC&xkcb=SoCa67M3AIT3LXSnUZ0IbzkdCdPP&fccid=7fb9b47241565f01&vjs=3,Enable JavaScript and cookies to continue,19-05-2024 12:41
650,651,7,job_c93ba700778468c7,Intern (Climate Atlas),https://in.indeed.com/rc/clk?jk=c93ba700778468c7&bb=KRSHepMNjoEfJIN5-yf9HbFgwPPDmUbo-p1c7wSxyxhqfgKUhPXo7_PCpMjQeSKOHmEXfkN-MQbJ8ixZN15KQJh65gXFI3F2sL2Z1hQ0NlZhuRXOAEkqJ975fXA8hR4D&xkcb=SoAU67M3AIT3LXSnUZ0PbzkdCdPP&fccid=7caefcd0eba41581&vjs=3,Enable JavaScript and cookies to continue,19-05-2024 12:41
651,652,7,job_0d35775a8944d76b,SDE - Backend - Intern,https://in.indeed.com/rc/clk?jk=0d35775a8944d76b&bb=KRSHepMNjoEfJIN5-yf9HUALLClxWOJhhFLnGZ6RpUX7lbvFi18oFv-NcOg6am2BUAS3rLV6oXUIW1_6IcgPVaoqdSc0tWP73riJ-rEQdhFeMiWOgEGu7yze-jfRp5kZ&xkcb=SoA967M3AIT3LXSnUZ0NbzkdCdPP&fccid=2c1810579155741a&vjs=3,,19-05-2024 12:41
652,653,7,job_cbe73a5b134101d0,Astrodynamics Intern,https://in.indeed.com/rc/clk?jk=cbe73a5b134101d0&bb=KRSHepMNjoEfJIN5-yf9HZ77RFFRjYSrr7c92j6RrOrs1QYNuseJWiMxYt2hCCCSGjiQwEyF1CmBWdA3XbI90ezJ5UiSxDe-UD-viFNw6dcGxq6MqbNAlLYZ_xpy9zEI&xkcb=SoCJ67M3AIT3LXSnUZ0MbzkdCdPP&fccid=745afe7e87f64784&cmp=Digantara&ti=Astrodynamics+Intern&vjs=3,"Astrodynamics Intern
====================

[Digantara](https://in.indeed.com/cmp/Digantara?campaignid=mobvjcmp&from=mobviewjob&tk=1hu8e1bmekcpm800&fromjk=cbe73a5b134101d0)Bengaluru, KarnatakaJob details
-----------

Here’s how the job details align with your [profile](https://profile.indeed.com/).### Job type

* Internship
&nbsp;Location
--------

Bengaluru, Karnataka&nbsp;Full job description
--------------------

Digantara is building the world's first maps for space, Space-Mission Assurance Platform™*(Space-MAP™)*. Space-MAP™ represents an evolutionary end-to-end infrastructure for sustainable space operations, offering a comprehensive Space Situational Awareness*(SSA)* solution that simplifies and strengthens satellite operations in the face of the rapidly expanding commercialization of space.


Space-MAP™ features advanced SSA analytics powered by cutting-edge astrodynamics algorithms optimized for fast turnaround time.


**Why Us?**


Competitive incentives, galvanising workspace, blazing team, frequent outings—pretty much everything that you have heard about a startup, plus more of the satellite/rocket stuff—perhaps handling a satellite or leaning on a rocket.


Hustle in a well-funded startup with a flat hierarchy that allows you to take charge of your responsibilities and create your own moonshot.


**Responsibilities:**


* Design, develop, and test mathematical algorithms tailored for SSA applications.
* Conduct orbit determination and orbit propagation of space objects using data from ground-based and space-based sensors.
* Provide support across the design, integration, testing, and operation of SSA systems and technology.
* Engage in research and development initiatives focusing on emerging technologies such as machine learning, artificial intelligence, and cloud computing for SSA.
* Contribute to the creation of technical white papers, journals, and proposals


**Qualifications:**


* Pursuing or holding a degree (Bachelor, Master, or Ph.D.) in astrodynamics, aerospace, mathematics, physics, or a similar field.
* Strong proficiency in computational astrodynamics/orbital mechanics, perturbation theories, vector algebra, numerical methods, computer science, and data science.


**Preferred Qualities:**


* Proficiency in Python/MATLAB/C/C++, scientific computing methods, and parallel programming techniques.
* Basic familiarity with Linux-based systems and version management using Git.
* Knowledge of software packages/tools such as GMAT, STK, FreeFlyer, Orekit, etc.
* Fundamental understanding of probability, statistics, and control theory.**&nbsp;**


**General Requirements:**


* Capacity to work independently and follow directions effectively.
* Strong interpersonal skills conducive to collaboration within a diverse team environment.
* Consistent adherence to a regular work schedule.
* Exceptional written and verbal communication skills, coupled with strong organizational abilities.


**Job Location:** Hebbal, Bengaluru


**&nbsp;**


**Work Type:** Internship


**Duration:&nbsp;**3 to 6 Months


Job Type: Internship

You must create an Indeed account before continuing to the company website to applyApply nowsave-icon&nbsp;Report job",19-05-2024 12:41
653,654,7,job_1660d571f33b1723,Python Developer – Intern,https://in.indeed.com/rc/clk?jk=1660d571f33b1723&bb=KRSHepMNjoEfJIN5-yf9HUALLClxWOJh0MITgIUpEmRxK_cePzem06J_eEUGmROg_2_2pjgeJQDhNH-5V4CyF2xP8Qwi6MdN39QlFawYUhIKMrnp3_xHOkAG4B1Pk9l1&xkcb=SoBg67M3AIT3LXSnUZ0DbzkdCdPP&fccid=0bf8969eb1e8978d&vjs=3,"Python Developer – Intern
=========================

[SkyPoint Cloud](https://in.indeed.com/cmp/Skypoint-Cloud?campaignid=mobvjcmp&from=mobviewjob&tk=1hu8e1crlk9bj802&fromjk=1660d571f33b1723)Bengaluru, KarnatakaJob details
-----------

Here’s how the job details align with your [profile](https://profile.indeed.com/).### Job type

* Internship
&nbsp;Location
--------

Bengaluru, Karnataka&nbsp;BenefitsPulled from the full job description
--------------------------------------------

* Internet reimbursement
&nbsp;Full job description
--------------------



**Who we are:**


 Skypoint’s mission is to unify data integration, analytics, and AI into a cohesive SaaS offering powered by Data Lakehouse architecture.
 

 Our Generative AI Platform brings people and data together with a focus on enhancing healthcare, financial services and other regulated industries. We are proud partners of Microsoft, OpenAI, DataStax and Databricks.
 


 **Location:** Global Technology Park, Bellandur, Bangalore, India **(5 days' work from office is mandatory)**




 **Role Overview:**


 We are seeking a highly motivated Intern Python Developer to join our team. The ideal candidate will be responsible for developing and maintaining automation scripts, resolving platform configuration issues, and contributing to the improvement of our data processing and analytics capabilities. This role requires a hands-on approach to various libraries and tools, including dbt, to enhance our operational efficiency and data integrity.
 



 **Responsibilities:**

* Develop and maintain Python scripts for automation of routine tasks, enhancing efficiency and accuracy across departments.
* Troubleshoot and resolve platform configuration issues, ensuring optimal performance and reliability.
* Utilize dbt for transforming data in our warehouse, ensuring data quality and accessibility for analytics purposes.
* Collaborate with cross-functional teams to understand requirements and deliver solutions that align with business goals.
* Participate in the development and implementation of data models, contributing to the improvement of data analytics and reporting capabilities.
* Assist in the integration of external APIs and data sources, expanding our data ecosystem and enhancing data-driven decision-making.
* Document code, processes, and procedures, ensuring knowledge transfer and maintainability.






 **Required Skills and Qualifications:**

* Currently pursuing a degree in Computer Science, Engineering, or a related field.
* Strong programming skills in Python, with a focus on writing clean, efficient, and maintainable code.
* Familiarity with dbt or a willingness to learn.
* Understanding of SQL and experience with relational databases.
* Basic knowledge of data modeling, ETL processes, and data warehousing concepts.
* Excellent problem-solving abilities and attention to detail.
* Ability to work independently and as part of a team in a fast-paced environment.
* Strong communication and interpersonal skills.





 **Internship Perks:**

* Attractive stipend.
* Company-paid lunches at the office
* Internet expense reimbursement, and a laptop for work.
* Gain hands-on experience with essential data management tasks.
* Work in a dynamic team environment where your input is valued.
* Seize opportunities to work across time zones, boosting your skills in global collaboration.





 Are you ready to start your data & AI journey and make a real impact? Apply now and let's transform insights into action together!
 
You must create an Indeed account before continuing to the company website to applyApply nowsave-icon&nbsp;Report job",19-05-2024 12:41
654,655,7,job_2fd03e75a8edaa1e,Cyber Security Intern,https://in.indeed.com/rc/clk?jk=2fd03e75a8edaa1e&bb=KRSHepMNjoEfJIN5-yf9HYx9cGNCw2D6Vgzzov0ybhCrROokWPxUsTy-oRv5iI-NeeuePOSPjzRQsRPhHlFVUb4WW1fP9T3nNoJWIZuPaw7xaoJFaY9sRkySk-C4MV2J&xkcb=SoDU67M3AIT3LXSnUZ0CbzkdCdPP&fccid=9bbc460283b006a1&cmp=HKIT-Security-Solutions&ti=IT+Security+Specialist&vjs=3,"Cyber Security Intern
=====================

[HKIT Security Solutions](https://in.indeed.com/cmp/Hkit-Security-Solutions?campaignid=mobvjcmp&from=mobviewjob&tk=1hu8e1e3ck9bn802&fromjk=2fd03e75a8edaa1e)Bengaluru, Karnataka₹5,000 - ₹10,000 a monthJob details
-----------

Here’s how the job details align with your [profile](https://profile.indeed.com/).### Pay

* ₹5,000 - ₹10,000 a month
### Job type

* Internship
### Shift and schedule

* Day shift
&nbsp;Location
--------

Bengaluru, Karnataka&nbsp;Full job description
--------------------

**Job Title: Cybersecurity Intern**


**Job Description:**


As a Cybersecurity Intern, you will work closely with our cybersecurity team to assist in various tasks related to ensuring the security and integrity of our organization's digital assets. You will gain hands-on experience in identifying and mitigating cyber threats, implementing security measures, and analyzing security vulnerabilities. This internship will provide you with valuable insights into the field of cybersecurity and the opportunity to contribute to real-world projects.


**Key Responsibilities:**


* **Assist in Security Monitoring:** Help monitor the organization's networks, systems, and applications for potential security breaches or unauthorized access. Utilize security tools and technologies to detect and analyze security incidents.
* **Vulnerability Assessment:** Support the cybersecurity team in conducting regular vulnerability assessments and penetration testing to identify weaknesses in our systems. Assist in prioritizing and remediating identified vulnerabilities.
* **Security Policy Compliance:** Assist in ensuring that the organization complies with relevant security policies, standards, and regulations. Help conduct audits and assessments to evaluate compliance levels and identify areas for improvement.
* **Security Awareness Training:** Contribute to the development and delivery of security awareness training programs for employees. Help raise awareness about common cybersecurity threats and best practices for maintaining security.
* **Incident Response:** Aid in incident response activities by assisting in the investigation, containment, and resolution of security incidents. Document incident details and lessons learned for future reference.
* **Security Documentation:** Assist in maintaining documentation related to security policies, procedures, and configurations. Help update documentation as necessary to reflect changes in the security landscape.
* **Research and Analysis:** Conduct research on emerging cybersecurity threats, trends, and technologies. Assist in analyzing security data to identify patterns and trends that could indicate potential risks.


**Qualifications:**


* Currently pursuing a degree in Computer Science, Information Technology, Cybersecurity, or a related field.
* Familiarity with basic cybersecurity concepts and principles.
* Strong analytical and problem-solving skills.
* Excellent communication and interpersonal skills.
* Ability to work independently and collaboratively in a team environment.
* Proficiency in common cybersecurity tools and technologies is a plus.
* Relevant certifications such as CompTIA Security+, CEH, or CISSP are desirable


**Benefits:**


* Hands-on experience in the field of cybersecurity.
* Mentorship and guidance from experienced cybersecurity professionals.
* Networking opportunities with industry experts.
* Competitive compensation or stipend.


Job Type: Internship  
Contract length: 6 months


Pay: ₹5,000.00 - ₹10,000.00 per month


Schedule:


* Day shift


License/Certification:


* CEH (Required)


Work Location: In person

Apply nowsave-icon&nbsp;Report job",19-05-2024 12:41
655,656,7,job_7fb27eed0c1b9bf0,Intern - Data Analyst,https://in.indeed.com/rc/clk?jk=7fb27eed0c1b9bf0&bb=KRSHepMNjoEfJIN5-yf9HcOiuvDlcj60SgCQUoZYkFktPRDtNs3JXAv78tZEdmVO9z11_9fYQV3wxyWY_k6k0XYX3fzVvLJzXp1LcyGmkQRUUv8m1uip9rHM91GKjJBw&xkcb=SoBJ67M3AIT3LXSnUZ0BbzkdCdPP&fccid=71d6277412e126d0&vjs=3,"Intern - Data Analyst
=====================

[NeoDove Technologies](https://in.indeed.com/cmp/Neodove-Technologies-Pvt.-Ltd.-1?campaignid=mobvjcmp&from=mobviewjob&tk=1hu8e1fcbkcp9806&fromjk=7fb27eed0c1b9bf0)Bengaluru, KarnatakaHybrid workJob details
-----------

Here’s how the job details align with your [profile](https://profile.indeed.com/).### Job type

* Internship
&nbsp;Location
--------

Bengaluru, Karnataka&nbsp;Full job description
--------------------










Profile  
 








Intern – Data Analyst  
 






  





Company  
 








NeoDove Technologies Pvt. Ltd. by Vyapar  
 






  





Location  
 








HSR layout, Bangalore  
 






  





Experience  
 








1-3 Years 






  





**India is the next global SaaS capital!** 


It is indicated that the Indian SaaS market will grow multi-fold by 2025 and account for a global market share in the range of 7-10%, up from the current range of 2-4%: EY 


Now is the best time to be a part of the SaaS industry. 


**NeoDove** 


a SaaS-based platform is India’s leading Telecalling (Inside Sales) CRM, dedicated to helping businesses achieve their telecalling goals alongside optimising their sales, marketing,   
 and customer engagement. 


Since its inception in 2020, NeoDove has raised funds in two rounds – Angel & Seed; with the Seed round led by India Quotient. NeoDove has been witnessing a 25% Q-o-Q growth rate,   
 with over 10,000 users on board, and is trusted by 1200+ SMBs across the globe. 


In May 2022, NeoDove was acquired by Vyapar App. Wings spread as Vyapar is the category leader in billing software, serving over 1 Cr+ SMEs in India. With the energetic startup vibes at   
 NeoDove, and Vyapar’s network and mentoring, one will have the best of both worlds. 


**Why NeoDove?** 


NeoDove is a rapidly growing B2B software company that is solving real problems for SMBs. With customers always at the heart of everything we do, we have been awarded as Micro   
 Enterprise of the Year in 2021. 


**About the Role:** 


We’re looking for a data analyst intern to join our team and help us turn data into insights that drive business decisions. The ideal candidate will be able to work independently and be   
 comfortable with ambiguity. He or she will have strong analytical and problem-solving skills, as well as a passion for data. 


As a data analyst intern, you will be responsible for conducting analysis to support businessdecisions, developing reports and dashboards, and helping to improve our data infrastructure and you will need to be proficient in advanced Excel, Python, and SQL. This is a great opportunity to learn about data analysis and business intelligence in a fast-paced, collaborative environment. 


**Key Responsibilities** 


* Understand business objectives and design data analysis plans to support them
* Collect, process, and cleanse data from multiple sources using various methods (e.g., SQL, Excel, Python)
* Perform exploratory data analysis to identify trends, patterns, and relationships in data.
* Create data visualisations to communicate findings to non-technical audiences
* Design and implement reporting dashboards to track KPIs
* Monitor data quality and integrity issues, and work with data stewards to resolve them
* Write technical specifications for ETL jobs and collaborate with engineers to implement them
* Support ad-hoc data requests from business users
* Maintain up-to-date knowledge of industry best practices in data management and analysis
* Participate in team meetings and contribute to the development of departmental standards and procedures
* Document all work thoroughly in accordance with company guidelines
* Adhere to confidentiality agreements and protect sensitive information






**Skills** 


* Bachelor’s degree in computer science, mathematics, or related field
* Proficient in Advance Excel and SQL
* Experience with data visualisation tools, such as Tableau, Power BI, or similar
* Strong analytical and problem-solving skills
* Attention to detail and accuracy
* Excellent communication and presentation skills
* Experience with Python or R
* Experience with statistical analysis


**Process of Selection:** 



* Resume/CV submission + Assignment.


* 2 rounds of interviews.



**How To Apply?** 


 send an email to hr@neodove.com with following details 


* Answering why are you the right fit for NeoDove
* Attaching your resume & cover letter












  










### **Complete ownership**



 Be rewarded for your hard work and achievements and have complete control over everything you create. 
 









### **An open work culture**



 Learn new and important skills from the best of the best. 
 













### **Work with top talent**



 Enjoy a hybrid work approach, managers who are there for you and recreational activities to boost morale. 
 









### **Feedback driven culture**



 Share your thoughts and opinions as well as receive helpful feedback to grow.
 







You must create an Indeed account before continuing to the company website to applyApply nowsave-icon&nbsp;Report job",19-05-2024 12:41
